title,url,published_at,company_name,company_id
【特定業種116名調査】重要書類の4分の1が「個人PC管理」の実態。「外で見られない、見つからない」現場のストレスとセキュリティリスクを公開,https://prtimes.jp/main/html/rd/p/000000340.000013602.html,2026-03-19 19:10,株式会社kubell,13602
中小企業の約半数に「シャドーIT」の兆候。現場の「利便性」がセキュリティルールを上回る、中小企業の危うい実態が判明,https://prtimes.jp/main/html/rd/p/000000339.000013602.html,2026-02-20 18:10,株式会社kubell,13602
kubell、法人向けクラウド請求書処理サービス「Chatwork 請求書受取」提供開始,https://prtimes.jp/main/html/rd/p/000000338.000013602.html,2026-02-16 12:10,株式会社kubell,13602
kubellのデータエンジニアが、2026「Snowflake Data Superheroes」に選出,https://prtimes.jp/main/html/rd/p/000000337.000013602.html,2026-02-10 15:10,株式会社kubell,13602
生成AI時代の労務管理を徹底解説「労務管理DX・AIサミット2026」を開催,https://prtimes.jp/main/html/rd/p/000000336.000013602.html,2026-02-05 20:10,株式会社kubell,13602
人手不足の割合が高い業種（建設・工事業、医療・福祉業、サービス業）がデジタル化に取り組めていない実態が明らかに、課題は予算確保と教育・定着,https://prtimes.jp/main/html/rd/p/000000332.000013602.html,2026-02-02 16:10,株式会社kubell,13602
kubellストレージが運営する「セキュアSAMBA」が「2025年下半期 BOXIL資料請求数ランキング」オンラインストレージカテゴリで総合1位を獲得,https://prtimes.jp/main/html/rd/p/000000334.000013602.html,2026-01-29 11:04,株式会社kubell,13602
kubell、採用サイトを全面リニューアル「人とテクノロジーで、99.7%の働くを変える。」,https://prtimes.jp/main/html/rd/p/000000333.000013602.html,2026-01-28 16:10,株式会社kubell,13602
社労士の未来を拓く一大イベント「社労士万博2026」を2026年2月27日に東京で開催,https://prtimes.jp/main/html/rd/p/000000330.000013602.html,2026-01-15 20:10,株式会社kubell,13602
Chatworkで目標の達成状況を可視化し医療福祉の職場で誰も取り残さないDXを実現、「全国ワークスタイル変革大賞2025」で和光会グループが大賞を受賞,https://prtimes.jp/main/html/rd/p/000000329.000013602.html,2025-12-26 13:10,株式会社kubell,13602
kubell、株式会社kubellストレージを完全子会社化及びスターティアホールディングスグループと業務提携を開始,https://prtimes.jp/main/html/rd/p/000000327.000013602.html,2025-12-19 17:33,株式会社kubell,13602
「システム担当者がいない」中小企業は3割弱、中小企業の5割弱が日常的な取引や情報管理に「デジタルを利用していない」,https://prtimes.jp/main/html/rd/p/000000326.000013602.html,2026-01-15 22:35,株式会社kubell,13602
kubell、「BPaaS/AI+BPOカオスマップ 2025年版」を公開,https://prtimes.jp/main/html/rd/p/000000325.000013602.html,2025-12-11 12:10,株式会社kubell,13602
kubell、法人向けクラウド請求書処理サービス「ペイトナー請求書」を吸収分割により事業承継,https://prtimes.jp/main/html/rd/p/000000323.000013602.html,2025-11-19 19:10,株式会社kubell,13602
勤怠管理システム「MINAGINE勤怠管理」の「勤怠BPOサービス」、Dr.健康経営の提供サービスと連携し、健康経営支援を強化,https://prtimes.jp/main/html/rd/p/000000322.000013602.html,2025-11-06 19:10,株式会社kubell,13602
勤怠管理システム「MINAGINE勤怠管理」、PCログ記録機能を初年度半額でご利用いただけるキャンペーンを開始,https://prtimes.jp/main/html/rd/p/000000320.000013602.html,2025-10-29 19:10,株式会社kubell,13602
デジタルハックとkubellストレージ、情報システム部門向け業務代行サービスを共同展開,https://prtimes.jp/main/html/rd/p/000000319.000013602.html,2025-09-10 13:11,株式会社kubell,13602
勤怠管理システム「MINAGINE勤怠管理」、承認者向け新UIを8月4日より提供開始。直感的な操作性で、承認者の業務効率を大幅に向上,https://prtimes.jp/main/html/rd/p/000000316.000013602.html,2025-08-12 19:10,株式会社kubell,13602
kubellパートナー、BPaaS事業の業務プロセス代行サービス「タクシタ」提供開始,https://prtimes.jp/main/html/rd/p/000000314.000013602.html,2025-07-09 07:40,株式会社kubell,13602
北九州市、公益財団法人北九州産業学術推進機構、kubell、「北九州市DX推進プラットフォーム」における地域のDXコミュニティ基盤を新設,https://prtimes.jp/main/html/rd/p/000000313.000013602.html,2025-06-28 09:17,株式会社kubell,13602
kubellグループでBPaaS事業の中核を担うkubellパートナーが商工中金と顧客紹介に関する協定を締結,https://prtimes.jp/main/html/rd/p/000000312.000013602.html,2025-06-06 21:37,株式会社kubell,13602
Chatworkでコミュニケーションを課題解決、年間1270時間を効率化したしみずがおか幼稚園、障害者雇用の相互理解を深めたフローレンスが、JAPAN HR DX AWARDS FINALで各賞受賞,https://prtimes.jp/main/html/rd/p/000000311.000013602.html,2025-03-14 21:29,株式会社kubell,13602
kubellストレージ運営の「セキュアSAMBA」が「BOXIL SaaS AWARD Spring 2025」オンラインストレージ部門で「Good Service」「サービスの安定性No.1」に選出,https://prtimes.jp/main/html/rd/p/000000310.000013602.html,2025-03-04 18:29,株式会社kubell,13602
kubellストレージが運営する「セキュアSAMBA」が「ITreview Grid Award 2025 Winter」オンラインストレージ部門で「High Performer」を受賞,https://prtimes.jp/main/html/rd/p/000000308.000013602.html,2025-01-25 19:33,株式会社kubell,13602
kubellグループでBPaaS事業の中核を担うkubellパートナーが玉島信用金庫と顧客紹介に関する協定を締結,https://prtimes.jp/main/html/rd/p/000000307.000013602.html,2025-01-15 13:45,株式会社kubell,13602
kubell、SaaS管理ツール「ワスレナイ」を提供するSHIFTとマーケティングパートナー契約を締結,https://prtimes.jp/main/html/rd/p/000000306.000013602.html,2025-01-09 20:25,株式会社kubell,13602
Chatworkで安心と信頼を感じられる職場環境づくりに成功、「全国ワークスタイル変革大賞2024」で株式会社ケイリーパートナーズが大賞を受賞,https://prtimes.jp/main/html/rd/p/000000305.000013602.html,2024-12-26 15:37,株式会社kubell,13602
kubellのグループ会社、BPaaS事業の中核を担うkubellパートナーが福井銀行と顧客紹介に関する協定を締結,https://prtimes.jp/main/html/rd/p/000000304.000013602.html,2024-12-07 20:18,株式会社kubell,13602
ビジネスチャット「Chatwork」、“仕事で利用しているチャットに関する実態・意識調査”を公開,https://prtimes.jp/main/html/rd/p/000000303.000013602.html,2024-12-03 12:32,株式会社kubell,13602
kubellが、福利厚生プラットフォームを提供するmiiveと資本業務提携,https://prtimes.jp/main/html/rd/p/000000302.000013602.html,2024-11-14 20:55,株式会社kubell,13602
Chatwork、「予約送信機能」など仕事の抜け漏れ防止の機能をリリース,https://prtimes.jp/main/html/rd/p/000000301.000013602.html,2024-11-12 18:19,株式会社kubell,13602
リスキリング経験者の9割が「良い影響があった」と実感 一方64%がリスキリングを知らない「認知度の低さ」も明らかに,https://prtimes.jp/main/html/rd/p/000000298.000013602.html,2024-10-29 14:06,株式会社kubell,13602
